"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_286559295513721,https://www.facebook.com/jowradio/posts/286559295513721,"شاهدو فرحة فريق جو راديو بعد كل اهداف الجزائر في الكان 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/22/2019 11:00:01 AM"," ",52849,52849,0,73599,73599,0,4607,3989,6061,5,5,49656,36302,0,0,2988,750,760,0,0,25736,26122,0,0,46968,771305,52,1028,21,,56,1074,21,,1249,3654,39,,1312,4708,40,,4,1,,,4,1,,
110764313093221_286514385518212,https://www.facebook.com/jowradio/posts/286514385518212,"رانا جبنالكم أول أغنية غناها رضا طالياني في ثنائي، بصح حتى المبرمجين ديالنا و معرفوش معامن، ونتوما اسمعوها و قولونا شكون هاد الثنائي ؟ 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/22/2019 06:46:05 AM"," ",5932,5932,0,8105,8105,0,734,704,984,2,2,6339,4569,0,0,543,203,205,0,0,2896,3042,0,0,9811,48171,2,45,15,,2,45,19,,269,620,6,,284,693,6,,1,1,,,1,1,,
110764313093221_286499582186359,https://www.facebook.com/jowradio/posts/286499582186359,"سؤال اليوم في سركالا هو على الهدايا المبهدلة تاع الأعراس، ونتوما احكولنا على كاش كادو مبهدل هديتوه في عرس و ضربتو النح ؟ 
خلونا حكايات هاد الكادوات في التعليقات 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/22/2019 06:07:56 AM"," ",1193,1193,0,1759,1759,0,84,76,88,0,0,1436,958,0,0,80,0,0,0,0,0,0,0,0,0,0,,8,,,,8,,,,73,1,4,,82,2,4,,,,,,,,
110764313093221_286488965520754,https://www.facebook.com/jowradio/posts/286488965520754,"مروة هيلثي تمد نصائح للاعبين 🤣🤣
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/22/2019 05:38:50 AM"," ",16170,16170,0,21023,21023,0,687,625,793,2,2,16355,12662,0,0,489,155,160,0,0,6558,6558,0,0,15320,404542,7,99,4,,7,104,5,,182,521,16,,189,588,16,,2,,,,2,,,
110764313093221_286442038858780,https://www.facebook.com/jowradio/posts/286442038858780,"النشرة الجوية تاع الشواطئ 🌊
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/22/2019 03:13:36 AM"," ",3386,3386,0,4646,4646,0,157,127,175,0,0,3409,2487,0,0,117,54,54,0,0,838,852,0,0,6930,84542,,40,4,,,42,5,,57,86,3,,67,105,3,,,,,,,,,
110764313093221_286138128889171,https://www.facebook.com/jowradio/posts/286138128889171,"اليوم عندكم النشرة الإخبارية الجويستانية من إعداد لي ديبلومي من التسعة للحداش تاع الليل  😁😁",Photo,,,"07/21/2019 10:30:01 AM"," ",6130,6130,0,8470,8470,0,123,75,77,1,1,6101,4460,0,0,99,0,0,0,0,0,0,0,0,0,0,1,52,3,,1,52,3,,,47,,29,,48,,29,1,,,,1,,,
110764313093221_286104008892583,https://www.facebook.com/jowradio/posts/286104008892583,"شكرا لكم يا محاربي الصحراء، شكرا لك يا بلماضي 😍😍
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/21/2019 08:00:06 AM"," ",6276,6276,0,8614,8614,0,366,301,407,1,1,6253,4399,0,0,247,144,145,0,0,2437,2587,0,0,8740,50686,4,86,6,,4,86,7,,113,258,3,,123,281,3,,1,,,,1,,,
110764313093221_286080592228258,https://www.facebook.com/jowradio/posts/286080592228258,"سؤال اليوم في سركالا هو أحكولنا على البنادم لي دارلكم الهدا، و مازالكم تهدرو معاه؟ 
ابعتولنا الأجوبة تاعكم في التعليقات و تاڨو هاد الإنسان خلوه يعرف 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/21/2019 06:56:56 AM"," ",1384,1384,0,1943,1943,0,40,30,34,0,0,1546,1115,0,0,40,0,0,0,0,0,0,0,0,0,0,,11,1,,,11,1,,,24,3,5,,26,3,5,,,,,,,,
110764313093221_286057998897184,https://www.facebook.com/jowradio/posts/286057998897184,"قولونا في التعليقات وين رحتو تحتفلو بتتويج المنتخب الوطني ؟
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/21/2019 05:54:47 AM"," ",2843,2843,0,4002,4002,0,130,90,95,0,0,3065,2225,0,0,108,0,0,0,0,0,0,0,0,0,0,,53,22,,,53,22,,,73,3,15,,77,3,15,,,,,,,,
110764313093221_284866802349637,https://www.facebook.com/jowradio/posts/284866802349637,"ارواحو تصنتوا لايف تاع راينا راي مع L'ONB في جو راديو من 23سا حتى منتصف الليل 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/20/2019 02:50:00 PM"," ",4532,4532,0,6206,6206,0,82,48,52,0,0,4597,3350,0,0,66,0,0,0,0,0,0,0,0,0,0,,36,,,,36,,,,21,17,11,,23,18,11,,,,,,,,
110764313093221_284717479031236,https://www.facebook.com/jowradio/posts/284717479031236,"جو الصباح راح تكون معاكم في عددخاص مباشرة من قرية الساحل دائرة بوزڤن لتغطية مهرجان Raconte Art 
اسمعونا على www.jow.radio
#branchiwjow",Photo,,,"07/20/2019 12:00:00 PM"," ",5382,5382,0,7222,7222,0,109,59,63,1,1,5067,3783,0,0,85,0,0,0,0,0,0,0,0,0,0,2,55,1,,2,55,1,,,39,6,15,,42,6,15,1,,,,1,,,
110764313093221_285578168945167,https://www.facebook.com/jowradio/posts/285578168945167,"بِغض النَّظر عَن نتيجة مُباراة يَوم أمس، كُلنا نتفق أنَّنا بَنينا فَريقاً قَوياً مُتماسكاً!

في فريق جو بوزيتيف سَقسينا رواحنا سُؤال مُهم: ماذا قَد نتعلَّم من الفَريق الوَطني في الحياة وفي رِيادة الأعمال؟ القِيادة؟ التَّركيز؟ الإعتماد على الشَّباب مع مُشاركة ذو الخِبرة؟ الإعتماد على الطاقات الوطنية في الخارج؟ 

في هذا العدد من جو بوزيتيف، رانا رايحين نَحكيو على 10 دُروس تعلمناهم من الفَريق الوَطني; وكَيف يُمكن إسقاطها على الحَياة!
ديرو تاغ لصحابكُم وقولولهم ماتراطيوش أفضل عدد في العالم! اليوم، السَّبت 20 جويلية في جو بوزيتيف، على @JOW بدايةً من السَّادسة مساءاً
 
#جوبوزيتيف #جوراديو #سيلابس 
#jowpositif #jowradio #sylabs",Photo,,,"07/20/2019 04:38:03 AM"," ",3164,3164,0,4325,4325,0,131,70,84,0,0,3327,2376,0,0,111,0,0,0,0,0,0,0,0,0,0,1,64,2,,1,64,2,,,57,,16,,66,,18,,,,,,,,
110764313093221_284910412345276,https://www.facebook.com/jowradio/posts/284910412345276,"ريمة قصفت عمار غول و هدرت على مشروع الطريق سيار شرق غرب 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/20/2019 03:00:01 AM"," ",20909,20909,0,28919,28919,0,1056,843,1167,0,0,19370,14401,0,0,674,384,384,0,0,8183,8476,0,0,13727,199870,24,258,14,,24,259,21,,329,695,13,,334,816,13,,,,,,,,,
110764313093221_284913595678291,https://www.facebook.com/jowradio/posts/284913595678291,"أخبار الواب : ندير راهو يقوللكم يا بنات خلو امرأة رياض محرز اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/20/2019 03:00:01 AM"," ",5737,5737,0,7992,7992,0,374,314,409,0,0,6011,4097,0,0,236,142,145,0,0,1910,2026,0,0,13857,171774,4,86,13,,4,91,14,,125,236,2,,138,269,2,,,,,,,,,
110764313093221_285370952299222,https://www.facebook.com/jowradio/posts/285370952299222,"اجواء الاحتفالات من الجزائر العاصمة بعد تتويج المنتخب الوطني 😍😍💪مبروك عليناا",Video,,,"07/19/2019 03:57:36 PM"," ",14526,14526,0,19344,19344,0,1182,846,1281,0,0,8167,6250,0,0,553,387,396,0,0,4365,4473,0,0,5442,32339,46,371,1,,53,378,1,,456,760,,,475,804,,,,,,,,,,
110764313093221_285365745633076,https://www.facebook.com/jowradio/posts/285365745633076,"صورة للتاريخ... جبناها بدمنا 🏆🇩🇿😍",Photo,,,"07/19/2019 03:39:42 PM"," ",27615,27615,0,39954,39954,0,2580,950,1048,2,2,21396,14932,0,0,1412,0,0,0,0,0,0,0,0,0,0,154,1768,66,,159,1768,72,,,403,,603,,437,,611,,2,,,,2,,
110764313093221_420455425228405,https://www.facebook.com/jowradio/videos/420455425228405/,"العاصمة الآن ... احتفالات تاريخية 🏆🇩🇿",Video,,,"07/19/2019 03:13:07 PM"," ",11283,11283,0,15466,15466,0,1061,803,1044,1,1,7553,5303,0,0,611,6,6,0,0,2663,2774,0,0,6884,336341,11,329,16,,12,371,23,,413,576,,,434,603,,,,1,,,,1,,
110764313093221_285356205634030,https://www.facebook.com/jowradio/posts/285356205634030,"المحاربون 🇩🇿🏆",Photo,,,"07/19/2019 03:06:28 PM"," ",12502,12502,0,17793,17793,0,1205,544,601,0,0,11996,8441,0,0,866,0,0,0,0,0,0,0,0,0,0,33,729,19,,33,729,19,,,298,,285,,314,,287,,,,,,,,
110764313093221_285336485636002,https://www.facebook.com/jowradio/posts/285336485636002,"ألف ألف مبروك الجزائر 💚🇩🇿🏆😍",Video,,,"07/19/2019 01:57:41 PM"," ",7998,7998,0,11484,11484,0,1337,1221,2104,1,1,8412,5912,0,0,884,896,968,0,0,3578,3804,0,0,9101,20883,6,123,,,6,125,,,940,1079,,,951,1149,,,1,,,,1,,,
110764313093221_285321145637536,https://www.facebook.com/jowradio/posts/285321145637536,"هكذا احتفل طاقم &quot;جو راديو&quot; بهدف بونجاح في مرمى السنغال",Video,,,"07/19/2019 01:04:44 PM"," ",503806,503806,0,756566,756566,0,52735,29022,39752,23,24,21073,15745,0,0,2892,8783,8783,0,0,209079,214434,0,0,15135,82131,380,27502,85,,391,27566,92,,10047,27536,,,10142,29594,,,11,13,,,11,13,,
110764313093221_285287665640884,https://www.facebook.com/jowradio/posts/285287665640884,"التشكيلة الأساسية التي ستواجه السنغال 💚🇩🇿",Photo,,,"07/19/2019 11:19:26 AM"," ",6264,6264,0,8394,8394,0,298,136,147,0,0,6097,4532,0,0,225,0,0,0,0,0,0,0,0,0,0,3,170,7,,3,170,8,,,55,,90,,57,,90,,,,,,,,
110764313093221_285284265641224,https://www.facebook.com/jowradio/posts/285284265641224,"💚🇩🇿 شاركونا أجواء نهائي كأس إفريقيا  في  &quot;جو  
إفريقيا&quot;  على :
 www.jow.radio",Photo,,,"07/19/2019 11:09:32 AM"," ",2700,2700,0,3580,3580,0,119,49,50,0,0,2722,2063,0,0,98,0,0,0,0,0,0,0,0,0,0,,72,2,,,73,2,,,15,8,26,,16,8,26,,,,,,,,
110764313093221_284767975692853,https://www.facebook.com/jowradio/posts/284767975692853,"عيش نقل مباشر و متميز لمباراة &quot;الجزائر ـ السنغال&quot; مباشرة على جو راديو من 20سا حتى 22سا،
ماعليكم غير طلعو التطبيق في الهاتف تاعكم او تسمعونا على www.jow.radio
#branchiwjow",Photo,,,"07/19/2019 09:20:00 AM"," ",3595,3595,0,5166,5166,0,100,52,56,0,0,3813,2700,0,0,80,0,0,0,0,0,0,0,0,0,0,1,52,,,1,52,,,,37,5,12,,39,5,12,,,,,,,,
110764313093221_284766699026314,https://www.facebook.com/jowradio/posts/284766699026314,"تبعوا معانا تحاليل بالون قبل مباراة المنتخب الوطني ضد السنغال، الحصة تبدا من السبعة للثمنية 🇩🇿⚽️
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/19/2019 09:10:00 AM"," ",1440,1440,0,1970,1970,0,75,52,56,0,0,1523,1112,0,0,62,0,0,0,0,0,0,0,0,0,0,,26,1,,,26,1,,,37,2,13,,41,2,13,,,,,,,,
110764313093221_284766112359706,https://www.facebook.com/jowradio/posts/284766112359706,"على جو راديو  النهائي بين الجزائر و السنغال رايح يكون بتعليق الأنيق عيسى سرايش 😍⚽️🇩🇿
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/19/2019 09:00:02 AM"," ",1657,1657,0,2220,2220,0,72,50,53,0,0,1647,1279,0,0,59,0,0,0,0,0,0,0,0,0,0,,24,1,,,24,1,,,36,3,12,,38,3,12,,,,,,,,
110764313093221_285238195645831,https://www.facebook.com/jowradio/posts/285238195645831,"في رايكم شكون رايح يكون الفائز في مباراة النهائي الجزائر ضد السنغال ؟
ماتنساوش تعطولنا التوقعات ديالكم في التعليقات.
اسمعونا على : www.jow.radio",,,,"07/19/2019 08:55:47 AM"," ",8606,8606,0,16591,16591,0,1865,142,156,1,1,12468,6537,0,0,1514,0,0,0,0,0,0,0,0,0,0,,76,32,1768,,76,36,1800,,134,8,,,148,8,,1,,,,1,,,
110764313093221_284872282349089,https://www.facebook.com/jowradio/posts/284872282349089,"موعدكم هاد العشية مع مجموعة موسيقية خاصة بالشعبي مع المرحوم الهاشمي قروابي من 14سا حتى 15سا 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/19/2019 06:00:00 AM"," ",3968,3968,0,5091,5091,0,77,36,41,0,0,3782,3054,0,0,69,0,0,0,0,0,0,0,0,0,0,,41,1,,,41,1,,,16,8,15,,17,8,16,,,,,,,,
110764313093221_284852189017765,https://www.facebook.com/jowradio/posts/284852189017765,"ارواحو تشوفو البلايندتست بين فريق واكلي و فريق سرايش، يا درا شكون رايح يربح، شوفو باش تعرفو 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/19/2019 04:00:00 AM"," ",11908,11908,0,15733,15733,0,320,267,333,3,3,12295,9232,0,0,246,23,23,0,0,3601,3651,0,0,13058,636179,1,63,3,,1,63,3,,96,203,2,,96,235,2,,3,,,,3,,,
110764313093221_284835692352748,https://www.facebook.com/jowradio/posts/284835692352748,"الجزائر في كأس افريقيا 2010 كان عندها فريق لي عاود حيا الفرحة في قلوب الجزائريين، قولونا على اللاعبين لي تشفاو عليهم 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/19/2019 02:00:00 AM"," ",20459,20459,0,27384,27384,0,695,581,705,2,2,20056,15401,0,0,471,126,128,0,0,7231,7282,0,0,13113,413331,,148,10,,,151,11,,181,483,9,,181,514,9,,1,1,,,1,1,,
110764313093221_284906485679002,https://www.facebook.com/jowradio/posts/284906485679002,"ريمة راهي تقول بلي كاين سخانا بالجمعة مي معليش كاين تاني الماتش
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/19/2019 01:00:00 AM"," ",2447,2447,0,3397,3397,0,91,73,91,0,0,2461,1794,0,0,65,24,24,0,0,600,613,0,0,5255,90451,,22,1,,,23,1,,46,41,,,47,44,,,,,,,,,,
110764313093221_284336222402695,https://www.facebook.com/jowradio/posts/284336222402695,"الف مبروك لكل طلاب شهادة البكالوريا على المجهودات الجبارة التي بذلوها, مبروك للنجاح
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/18/2019 11:01:34 AM"," ",5885,5885,0,8258,8258,0,123,60,66,1,1,6185,4635,0,0,110,0,0,0,0,0,0,0,0,0,0,,64,4,,,64,4,,,41,2,20,,44,2,20,1,,,,1,,,
110764313093221_284827792353538,https://www.facebook.com/jowradio/posts/284827792353538,"قرعة التصفيات المؤهلة لنهائيات كأس أمم افريقيا 2021 في الكاميرون .

الجزائر في المجموعة الثامنة:  الجزائر - زامبيا - زمبابوي- بوتسوانا",Photo,,,"07/18/2019 10:14:04 AM"," ",9127,9127,0,13712,13712,0,613,397,439,0,0,10196,6992,0,0,485,0,0,0,0,0,0,0,0,0,0,4,252,5,,4,252,5,,,317,,94,,344,,95,,,,,,,,
110764313093221_284812452355072,https://www.facebook.com/jowradio/posts/284812452355072,"جمال بلماضي المدرب الذي ارجع البسمة للجماهير الجزائرية، ونتوما قولو لبلماضي حاجة في التعليقات 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/18/2019 10:05:00 AM"," ",2249,2249,0,3074,3074,0,233,202,266,0,0,2254,1623,0,0,156,205,210,0,0,1090,1146,0,0,11907,53331,2,40,4,,2,40,4,,105,136,4,,113,149,4,,,,,,,,,
110764313093221_284759392360378,https://www.facebook.com/jowradio/posts/284759392360378,"موضوع اليوم في سركالا راهى يكون على نتائج البكالوريا ونتوما احكولنا كيفاش جوزتوا عشية نتائج البكالوريا؟
ابعتولنا الأجوبة تاعكم في التعليقات 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/18/2019 07:06:11 AM"," ",2518,2518,0,3541,3541,0,96,74,80,0,0,2902,2090,0,0,86,0,0,0,0,0,0,0,0,0,0,,21,11,,,22,12,,,64,3,10,,67,3,10,,,,,,,,
110764313093221_284716139031370,https://www.facebook.com/jowradio/posts/284716139031370,"البارح تمر 13سنة من رحيل أحد أعمدة الاغنية الشعبية الشيخ الهاشمي ڤروابي
اسمعونا على www.jow.radio
#branchiwjow",Photo,,,"07/18/2019 05:10:34 AM"," ",7266,7266,0,10183,10183,0,213,122,137,0,0,7579,5740,0,0,168,0,0,0,0,0,0,0,0,0,0,,114,15,,,114,17,,,75,14,40,,83,14,40,,,,,,,,
110764313093221_284705129032471,https://www.facebook.com/jowradio/posts/284705129032471,"في جو راديو عندكم موعد مع قصائد شعبي مع  الشيخ الهاشمي ڤروابي ربي يرحمو من  13سا حتى 13:30سا، في قعدة شعبي خلوية .
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/18/2019 04:37:32 AM"," ",5142,5142,0,6790,6790,0,73,42,43,0,0,4938,3900,0,0,56,0,0,0,0,0,0,0,0,0,0,1,34,1,,1,36,1,,,16,11,16,,16,11,16,,,,,,,,
110764313093221_284288905740760,https://www.facebook.com/jowradio/posts/284288905740760,"كاين فنانين يحبو يركبو الموجة باش يبانو 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/18/2019 04:00:02 AM"," ",2124,2124,0,2916,2916,0,72,57,81,0,0,2125,1558,0,0,47,24,24,0,0,557,588,0,0,5035,62867,,18,,,,19,,,31,41,,,36,45,,,,,,,,,,
110764313093221_284284415741209,https://www.facebook.com/jowradio/posts/284284415741209,"من أجل الفريق الوطني خلينا خدمتنا باش درنا هاد الاغنية 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/18/2019 03:04:00 AM"," ",2350,2350,0,3248,3248,0,97,87,107,0,0,2371,1737,0,0,75,42,43,0,0,553,573,0,0,4139,37459,,11,1,,,11,1,,41,59,2,,43,62,2,,,,,,,,,
110764313093221_284249025744748,https://www.facebook.com/jowradio/posts/284249025744748,"في كأس إفريقيا تاع 2004 لحقت الجزائر إلى الربع النهائي، لكن المغرب دارتلنا رومنتادا بعد ما كان المنتخب رابح 1ـ0
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/18/2019 03:00:01 AM"," ",20091,20091,0,28690,28690,0,819,707,919,1,1,22653,16144,0,0,647,213,216,0,0,7104,7459,0,0,14459,320851,1,146,9,,1,148,10,,230,615,12,,229,675,12,,1,,,,1,,,
110764313093221_284280772408240,https://www.facebook.com/jowradio/posts/284280772408240,"أغنية تاريخ ماشي الاولى لي درتها على الفريق الوطني 🇩🇿🇩🇿
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/18/2019 02:00:01 AM"," ",3314,3314,0,4603,4603,0,148,128,171,0,0,3482,2491,0,0,116,24,24,0,0,743,787,0,0,4742,71251,,25,,,,25,,,59,103,5,,59,107,5,,,,,,,,,
110764313093221_495648324576250,https://www.facebook.com/jowradio/videos/495648324576250/,"موح زطولو مصحتلوش يروح  لمصر 😂🤣
@samylefenek
اسمعونا على www.jow.radio",Video,,,"07/18/2019 01:58:43 AM"," ",22787,22787,0,32593,32593,0,1480,1428,2041,1,1,23384,16472,0,0,1026,108,108,0,0,7647,7647,0,0,11029,400565,2,81,3,,2,82,4,,661,1282,12,,657,1371,12,,1,,,,1,,,
110764313093221_284297072406610,https://www.facebook.com/jowradio/posts/284297072406610,"جو الصباح تعطيلكم الفرصة باش تربحو ساعة بألوان الجزائر.
ماعليكم غير تاڨيو 3 صحابكم في التعليقات و تبعتولنا الأرقام ديالكم في الخاص مع كلمة السر ALGERIE
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/17/2019 11:00:01 PM"," ",10285,10285,0,14335,14335,0,174,127,155,0,0,11374,8384,0,0,140,0,0,0,0,0,0,0,0,0,0,3,51,30,,3,52,38,,,96,7,29,,119,7,29,,,,,,,,
110764313093221_284290305740620,https://www.facebook.com/jowradio/posts/284290305740620,"اليوم في جو الصباح رايحا تكون معانا ياسمين بورحلي  من 7سا حتى 10سا كونو في الموعد 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/17/2019 10:30:00 PM"," ",5567,5567,0,7332,7332,0,76,48,49,1,1,5403,4196,0,0,64,0,0,0,0,0,0,0,0,0,0,,29,1,,,29,1,,,22,9,18,,22,9,18,1,,,,1,,,
110764313093221_284291022407215,https://www.facebook.com/jowradio/posts/284291022407215,"اليوم في جو الصباح رايح يكون معانا Yacine Mitiche من 7سا حتى 10سا كونو في الموعد 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/17/2019 10:30:00 PM"," ",3113,3113,0,4342,4342,0,33,24,30,0,0,3120,2304,0,0,28,0,0,0,0,0,0,0,0,0,0,,10,,,,10,,,,10,8,10,,11,9,10,,,,,,,,
110764313093221_284471689055815,https://www.facebook.com/jowradio/posts/284471689055815,"أحوال الطقس في الشواطئ ليوم الخميس 18 جويلية مع ريمة 🌞🏄‍♂🏊‍♀🌴",Video,,,"07/17/2019 02:52:22 PM"," ",4365,4365,0,5943,5943,0,214,176,214,0,0,4456,3360,0,0,164,96,97,0,0,1448,1523,0,0,11443,107070,1,51,1,,1,53,1,,54,140,,,59,155,,,,,,,,,,
110764313093221_283991572437160,https://www.facebook.com/jowradio/posts/283991572437160,"أخبار الواب : نذير كره حياتو بالتصاور تاع فايس آب في الفايسبوك 🧠💬😂",Video,,,"07/17/2019 02:08:10 PM"," ",13807,13807,0,18779,18779,0,454,384,544,3,3,14372,11044,0,0,314,182,187,0,0,5624,5624,0,0,11377,190099,3,101,13,,3,105,15,,130,344,,,143,400,,,3,,,,3,,,
110764313093221_284294789073505,https://www.facebook.com/jowradio/posts/284294789073505,"موضوع اليوم في سركالا هو على الأغاني في الصيف، أعطولنا أغنيتكم المفضلة تاع الصيف، و قولونا حكايتكم معاها؟
ابعتولنا الأغاني في التعليقات باش نجوزوهم على المباشر 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/17/2019 06:33:08 AM"," ",1520,1520,0,2201,2201,0,44,33,36,0,0,1798,1232,0,0,40,0,0,0,0,0,0,0,0,0,0,,11,7,,,12,12,,,29,3,1,,32,3,1,,,,,,,,
110764313093221_284208869082097,https://www.facebook.com/jowradio/posts/284208869082097,"شاهدو مشوار المنتخب الوطني حتى للنهائي، ونتوما شكون كان داير في بالو نلحقو للنهائي؟ مشوار مليء بالعواطف و التقلبات 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/17/2019 02:23:11 AM"," ",73318,73318,0,107145,107145,0,7138,5928,8144,5,5,60424,43603,0,0,4039,5438,5438,0,0,31528,34721,0,0,36290,180713,280,1850,47,,291,1913,55,,1749,5606,51,,1839,6254,51,,3,2,,,3,2,,
110764313093221_283759929126991,https://www.facebook.com/jowradio/posts/283759929126991,"النشرة الاذاعية لدولة جويستان العاصمة LDTH
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"07/17/2019 02:00:00 AM"," ",9413,9413,0,12431,12431,0,324,269,309,0,0,9649,7370,0,0,267,148,148,0,0,2707,2785,0,0,12885,244542,,67,,,,70,,,62,219,8,,62,239,8,,,,,,,,,
110764313093221_284163342419983,https://www.facebook.com/jowradio/posts/284163342419983,"ليوم في جو الصباح رايح يكون معانا الشاب ياسين من 9سا حتى 10سا كونو في الموعد 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/16/2019 11:42:47 PM"," ",6332,6332,0,8384,8384,0,123,72,79,1,1,6103,4827,0,0,97,0,0,0,0,0,0,0,0,0,0,,57,2,,,57,2,,,41,7,27,,44,7,28,1,,,,1,,,
110764313093221_284155989087385,https://www.facebook.com/jowradio/posts/284155989087385,"جو الصباح تعطيلكم الفرصة باش تربحو ساعة بألوان الجزائر.
ماعليكم غير تاڨيو 3 صحابكم في التعليقات و تبعتولنا الأرقام ديالكم في الخاص مع كلمة السر ALGERIE
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/16/2019 11:21:52 PM"," ",8658,8658,0,12375,12375,0,145,112,134,0,0,9664,6888,0,0,122,0,0,0,0,0,0,0,0,0,0,1,45,28,,1,45,45,,,86,14,23,,96,15,23,,,,,,,,
110764313093221_284002682436049,https://www.facebook.com/jowradio/posts/284002682436049,"سارة : &quot; بايرة جات من كلمة عربية &quot;😮🧠",Video,,,"07/16/2019 03:05:00 PM"," ",6194,6194,0,8271,8271,0,315,258,338,1,1,5911,4434,0,0,226,156,157,0,0,2252,2393,0,0,10467,111251,3,69,6,,3,72,8,,106,204,,,114,224,,,1,,,,1,,,
110764313093221_283888339114150,https://www.facebook.com/jowradio/posts/283888339114150,"اليوم جبنالكم 100% ماشي عادي، رايحين نحطولكم aya nakamura VS marwa loud  من 23سا حتى منتصف الليل
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"07/16/2019 03:00:00 PM"," ",7824,7824,0,10777,10777,0,263,199,217,1,1,8111,6076,0,0,209,0,0,0,0,0,0,0,0,0,0,,73,9,,,75,10,,,128,44,33,,136,45,36,1,,,,1,,,
