"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - report_spam_clicks"
110764313093221_351450222357961,https://www.facebook.com/jowradio/posts/351450222357961,"منانوك راهو عاود ولى معانا باش يجاوب على أسئلتكم. اسمعونا دوكا على www.jow.radio",Photo,,,"11/19/2019 01:31:38 PM"," ",33435,33435,0,34186,34186,0,2641,2427,3000,8,8,22679,21888,0,0,1928,0,0,0,0,0,0,0,0,0,0,1,292,33,,1,295,40,,,1063,1059,738,,1214,1068,718,7,1,,,7,1,,
110764313093221_350183945817922,https://www.facebook.com/jowradio/posts/350183945817922,"يحكينا على زيارته لأحد مطاعم الشاف الشهير بوراك في تركيا 
رانا على المباشر أسمعونا : www.jow.radio
#LDTH",Video,,,"11/19/2019 11:00:01 AM"," ",130163,130163,0,144146,144146,0,11682,10223,13187,48,48,48935,44538,0,0,4869,9409,9409,0,0,55001,58154,0,0,25387,150634,15,1910,43,,15,1975,48,,3847,8132,47,,3987,9149,47,,14,34,,,14,33,,
110764313093221_351358855700431,https://www.facebook.com/jowradio/posts/351358855700431,"يوسف تشوتشوسكي:   &quot;التلفزيون خلاص démodé ..  الناس كامل ولات تحب انستغرام &quot;  

ونتوما واش رايكم ؟ 
اسمعونا على : www.jow.radio
من الأحد إلى الخميس من:16  سا 18 سا  #SERKALA",Video,,,"11/19/2019 10:15:57 AM"," ",11721,11721,0,12464,12464,0,953,855,1031,1,1,7693,7422,0,0,601,655,655,0,0,4105,4497,0,0,10984,59242,2,138,15,,2,144,16,,516,403,5,,540,484,7,,1,,,,1,,,
110764313093221_351331072369876,https://www.facebook.com/jowradio/posts/351331072369876,"منانوك راح يعاود يولي معانا باش تسقسوه على أي حاجة 😍
 ابعثونا تسجيلكم الصوتي في الواتساب و منانوك رايح يجاوب !
 أبعتونا  على الرقم التالي 0770149543",Photo,,,"11/19/2019 09:19:41 AM"," ",30921,30921,0,30195,30195,0,1267,988,1104,11,11,19681,20185,0,0,929,0,0,0,0,0,0,0,0,0,0,5,373,63,,6,373,72,,,878,,129,,974,,130,6,5,,,6,5,,
110764313093221_351330652369918,https://www.facebook.com/jowradio/posts/351330652369918,"ضيف حصة اليوم هو المخرج مرزاق علواش 😍
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Photo,,,"11/19/2019 09:18:53 AM"," ",8574,8574,0,8646,8646,0,95,53,56,0,0,5628,5657,0,0,80,0,0,0,0,0,0,0,0,0,0,,42,,,,42,,,,32,5,17,,34,5,17,,,,,,,,
110764313093221_351311672371816,https://www.facebook.com/jowradio/posts/351311672371816,"19 نوفمبر  هو اليوم العالمي للرجل 😊",Photo,,,"11/19/2019 08:44:47 AM"," ",50878,50878,0,51810,51810,0,2366,1460,1647,3,3,31963,30518,0,0,1550,0,0,0,0,0,0,0,0,0,0,29,1044,162,,30,1071,235,,,1212,,281,,1368,,279,1,2,,,1,2,,
110764313093221_350709962431987,https://www.facebook.com/jowradio/posts/350709962431987,"أكتشفوا المناطق المعنية بهذا القرار  💊
#SERKALA",Video,,,"11/19/2019 07:00:01 AM"," ",9794,9794,0,10266,10266,0,428,365,415,0,0,6085,5943,0,0,277,38,40,0,0,2988,3095,0,0,6448,163434,2,77,3,,3,81,3,,183,208,,,185,229,,,,,,,,,,
110764313093221_351213242381659,https://www.facebook.com/jowradio/posts/351213242381659,"‎سؤالين موجهين للطلبة و التلاميذ: 👍ماهي اللغات التي تتقنوها ؟✌️ ماهي اللّغات التي تتمنون إتقانها؟ 

‎عدد الأسبوع من جو بوزيتيف يتحدّث فيه فريق سيلابس عن أهمية اللّغات في وقتنا الحالي، و عن الطرق الأفضل لإتقان لغة ما. موعدنا اليوم الثلاثاء، على الساعة السادسة مساءاً. 
اسمعونا على: www.jow.radio",Photo,,,"11/19/2019 05:45:54 AM"," ",13843,13843,0,14182,14182,0,283,222,244,3,3,9532,9537,0,0,236,0,0,0,0,0,0,0,0,0,0,1,61,24,,1,61,38,,,182,4,40,,199,4,41,2,1,,,2,1,,
110764313093221_351095935726723,https://www.facebook.com/jowradio/posts/351095935726723,"مولود عيبود : &quot; نتحدى كل ناس القبة يجيبولي الدليل بأنّني ...&quot;
اسمعونا على : www.jow.radio
Ballon",Video,,,"11/19/2019 02:06:32 AM"," ",82694,82694,0,91635,91635,0,8687,8167,10923,14,15,27396,24910,0,0,2823,7659,7778,0,0,33877,36804,0,0,30428,148479,35,640,58,,38,658,78,,3407,6047,133,,3400,7391,132,,5,10,,,5,9,,
110764313093221_351087495727567,https://www.facebook.com/jowradio/posts/351087495727567,"فوزي موسوني : &quot; أنا ماشي منافق  و نتوما كذبتو على الجمهور &quot; 😲⚽💥
اسمعونا على : www.jow.radio
Ballon",Video,,,"11/19/2019 01:46:28 AM"," ",596899,596899,0,845414,845414,0,71522,65414,85580,111,112,84632,63051,0,0,10101,73170,81417,0,0,308269,389452,0,0,32630,133546,1196,7927,1003,,1420,8390,1234,,20505,51351,940,,21915,62739,926,,38,74,,,37,72,,
110764313093221_350194775816839,https://www.facebook.com/jowradio/posts/350194775816839,"تبعوا الأخبار المتميزة تاع نذير كشوت 😂
واش رايكم ؟
#LDTH",Video,,,"11/18/2019 11:00:00 AM"," ",13541,13541,0,14326,14326,0,555,460,583,2,2,8809,8417,0,0,333,260,264,0,0,4211,4429,0,0,11219,170559,10,113,7,,12,125,8,,222,300,,,227,356,,,1,1,,,1,1,,
110764313093221_350159319153718,https://www.facebook.com/jowradio/posts/350159319153718,"من بين الأسباب : وقف جميع الإمتيازات اللي  يسخر بها &quot;مصنعي&quot; الهواتف في الجزائر 
شاهدوا التفاصيل و أفيدونا بآرائكم !
#LDTH",Video,,,"11/18/2019 10:00:01 AM"," ",35984,35984,0,37614,37614,0,2187,1930,2268,5,5,21221,21065,0,0,1107,1497,1507,0,0,12054,12590,0,0,20121,145386,7,305,25,,7,321,26,,795,1299,,,840,1428,,,4,1,,,4,1,,
110764313093221_350619732441010,https://www.facebook.com/jowradio/posts/350619732441010,"مولود عيبود : &quot; كاين ناس حبّت توسخني و راهي دير عليا دعايات &quot;
اسمعونا على : www.jow.radio
Ballon",Video,,,"11/18/2019 08:10:00 AM"," ",18855,18855,0,19838,19838,0,1460,1337,1763,6,6,9649,9241,0,0,737,2030,2064,0,0,7313,7926,0,0,17411,74751,5,194,12,,5,203,14,,653,855,19,,708,1036,19,,5,1,,,5,1,,
110764313093221_350596855776631,https://www.facebook.com/jowradio/posts/350596855776631,"مولود عيبود يكشف عن شروطه للعودة لشبيبة القبائل 😲⚽
اسمعونا على : www.jow.radio
Ballon",Video,,,"11/18/2019 07:16:16 AM"," ",22265,22265,0,24619,24619,0,1905,1746,2261,5,5,11984,11493,0,0,1088,2711,2769,0,0,7922,8564,0,0,12807,50303,12,226,25,,13,240,31,,823,1155,24,,843,1393,25,,3,2,,,3,2,,
110764313093221_350130252489958,https://www.facebook.com/jowradio/posts/350130252489958,"غلق مصلحة زرع الكلى لمستشفى &quot;مصطفى باشا&quot;
ما مصير مرضى الكلى ؟
#LDTH",Video,,,"11/17/2019 02:00:00 PM"," ",25571,25571,0,27906,27906,0,1014,738,910,4,4,17120,16293,0,0,661,150,157,0,0,9212,9918,0,0,8664,278549,19,305,23,,19,311,30,,204,595,,,211,698,,,4,,,,4,,,
110764313093221_350089369160713,https://www.facebook.com/jowradio/posts/350089369160713,"الأغنية الجديدة تاع سولكينغ &quot;Bébé Allo&quot; 
أو نتوما عجبتكم الأغنية ؟
#LDTH",Video,,,"11/17/2019 01:00:01 PM"," ",184532,184532,0,210038,210038,0,21118,19014,25323,52,54,78313,70544,0,0,9214,3329,3340,0,0,72870,80531,0,0,35165,406953,30,3350,109,,31,3467,126,,8231,14166,,,8809,16514,,,26,28,,,25,28,,
110764313093221_349971089172541,https://www.facebook.com/jowradio/posts/349971089172541,"يوسف نكاع : &quot; كاين أطفال راهم يتخطفو و السبّة هي ... &quot;  😱😱
اسمعونا على : www.jow.radio
#BNATIME",Video,,,"11/17/2019 08:16:19 AM"," ",29771,29771,0,31691,31691,0,1980,1742,2132,5,5,17696,16860,0,0,1107,1258,1271,0,0,10979,11954,0,0,13560,121279,10,276,44,,10,281,55,,600,1256,72,,623,1427,80,,3,2,,,3,2,,
110764313093221_349952612507722,https://www.facebook.com/jowradio/posts/349952612507722,"ما هي توقعاتك لمباراة الجزائر - بوتسوانا  😀  ؟",,,,"11/17/2019 07:39:31 AM"," ",36267,36267,0,36338,36338,0,8531,923,1004,2,2,22576,22060,0,0,6025,0,0,0,0,0,0,0,0,0,0,3,285,124,7926,3,285,141,8495,,923,,2,,1002,,2,1,1,,,1,1,,
110764313093221_349911239178526,https://www.facebook.com/jowradio/posts/349911239178526,"ما تراطيوش مناضرة كروية بين مولود عيبود، نسيم بن عبد الرحمان و أنصار شبيبة القبائل في إستوديو جو راديو في حصة بالون من التسعة إلى الحداش تع الليل ⚽️🔥 
اسمعونا على: www.jow.radio
 #BallON",Photo,,,"11/17/2019 06:26:16 AM"," ",31373,31373,0,31816,31816,0,1646,1292,1556,2,2,17722,17491,0,0,814,0,0,0,0,0,0,0,0,0,0,13,371,64,,18,382,108,,,950,234,206,,1079,267,210,2,,,,2,,,
110764313093221_349095502593433,https://www.facebook.com/jowradio/posts/349095502593433,"آية مبارك  ( خديجة دارنا شو ) تعرفو  على &quot;عقليتها&quot; وبعض تفاصيل في حياتها   وعلاقتها مع عليلو ومريومة من  خلال أسئلة خفيفة  وظريفة 😅 ..⬇️",Video,,,"11/16/2019 03:01:44 AM"," ",195569,195569,0,200314,200314,0,19488,18879,27237,38,38,32175,29768,0,0,3867,13757,14516,0,0,59373,62492,0,0,21678,108522,11,1090,38,,12,1114,43,,7207,17149,,,7539,19698,,,13,25,,,13,25,,
110764313093221_349095302593453,https://www.facebook.com/jowradio/posts/349095302593453,"أنصار شبيبة القبائل اللي حابين يكونو حاضرين في حصة بالون نهار الأحد .. يتاصلو بينا عبر صفحة Ballon 😍⚽️

اسمعونا على: www.jow.radio",Photo,,,"11/16/2019 03:00:50 AM"," ",27479,27479,0,28178,28178,0,1018,803,950,3,3,18235,17942,0,0,727,0,0,0,0,0,0,0,0,0,0,4,262,52,,4,262,69,,,634,93,107,,752,93,105,2,1,,,2,1,,
110764313093221_348764992626484,https://www.facebook.com/jowradio/posts/348764992626484,"فريق سرك في جو راهو معاكم على المباشر 🤩
رانا هنا حتى 01:00 سا
أسمعونا هنا : www.jow.radio",Photo,,,"11/15/2019 02:06:08 PM"," ",14287,14287,0,14453,14453,0,329,222,252,0,0,9556,9566,0,0,253,0,0,0,0,0,0,0,0,0,0,,125,4,,,125,4,,,96,78,62,,111,79,62,,,,,,,,
110764313093221_348702739299376,https://www.facebook.com/jowradio/posts/348702739299376,"واش تعرفو  على  &quot;مريم خليل&quot; مؤسسة   info trafic 🚗 ... أشهر صفحة مختصة في أخبار الطرقات 🚛  ... مريم  جاوبتنا على أسئلتنا في بعض كلمات  😃. ...شوفو معانا  هذا الفيديو 

#serkala",Video,,,"11/15/2019 11:49:49 AM"," ",38721,38721,0,40588,40588,0,2234,2033,2637,3,3,12058,11722,0,0,895,996,996,0,0,8783,9283,0,0,9149,79829,12,308,28,,12,318,37,,678,1617,,,698,1938,,,2,1,,,2,1,,
110764313093221_348382839331366,https://www.facebook.com/jowradio/posts/348382839331366,"الخضر بإتجاه بوتسوانا 🇩🇿😀",Photo,,,"11/15/2019 01:42:44 AM"," ",65090,65090,0,67512,67512,0,6173,3345,3801,5,5,42558,41171,0,0,4157,0,0,0,0,0,0,0,0,0,0,24,3203,140,,25,3203,175,,,1597,,1972,,1816,,1985,2,3,,,2,3,,
110764313093221_348109466025370,https://www.facebook.com/jowradio/posts/348109466025370,"فوز كبير للمنتخب الوطني أمام زامبيا بخماسية نظيفة.
كلمة لبلماضي ، مهندس انتصارات الخضر😃 🇩🇿⚽️",Photo,,,"11/14/2019 02:24:58 PM"," ",36512,36512,0,37623,37623,0,2104,823,866,3,3,24654,24106,0,0,1470,0,0,0,0,0,0,0,0,0,0,3,1318,61,,3,1318,67,,,620,,215,,654,,212,2,1,,,2,1,,
110764313093221_348102139359436,https://www.facebook.com/jowradio/posts/348102139359436,"مقابلة خمسة نجوم من طرف أبطالنا 🇩🇿🇩🇿🇩🇿",Photo,,,"11/14/2019 02:08:06 PM"," ",10351,10351,0,10317,10317,0,285,192,210,0,0,6825,6857,0,0,223,0,0,0,0,0,0,0,0,0,0,,96,3,,,96,3,,,148,,52,,156,,54,,,,,,,,
110764313093221_347453689424281,https://www.facebook.com/jowradio/posts/347453689424281,"أنصار شبيبة القبائل اللي حابين يكونو حاضرين في حصة بالون نهار الأحد .. يتاصلو بينا عبر الصفحة 😁⚽️
اسمعونا على: www.jow.radio 
#BallON",Photo,,,"11/13/2019 02:07:52 PM"," ",27844,27844,0,29283,29283,0,923,716,819,3,3,19214,18303,0,0,683,0,0,0,0,0,0,0,0,0,0,3,255,62,,3,257,92,,,577,84,104,,629,86,104,1,2,,,1,2,,
110764313093221_347434179426232,https://www.facebook.com/jowradio/posts/347434179426232,"السيد عيبود طلب حق الرد عما قيل في حصتنا السابقة . 
سيكون ضيفنا يوم الاحد و سيكشف الكثير 🔥⚽️  واشنو هما الأسئلة اللي حابين توجهوهملو ؟ 
اسمعونا على: www.jow.radio 
#BallON",Photo,,,"11/13/2019 01:20:44 PM"," ",30448,30448,0,31212,31212,0,1458,1236,1323,3,3,19786,19471,0,0,884,0,0,0,0,0,0,0,0,0,0,3,247,111,,3,249,148,,,1069,42,143,,1140,42,141,1,2,,,1,2,,
110764313093221_347429889426661,https://www.facebook.com/jowradio/posts/347429889426661,"⚽مولودية الجزائر  يبقى في مقدمة الترتيب ⚽
جدول الترتيب بعد مباراة اليوم ⚽
#ballon
#JowRadio",Photo,,,"11/13/2019 01:11:10 PM"," ",23186,23186,0,24163,24163,0,1470,1335,1478,2,2,16275,15499,0,0,1102,0,0,0,0,0,0,0,0,0,0,3,159,24,,3,164,39,,,401,,998,,447,,1031,2,,,,2,,,
110764313093221_347413256094991,https://www.facebook.com/jowradio/posts/347413256094991,"شبيبة القبائل تفوز على مولودية الجزائر بنتيجة 0:3

ما رأيكم في أداء الفريقين ؟",Photo,,,"11/13/2019 12:33:34 PM"," ",15163,15163,0,15457,15457,0,964,754,804,3,3,10100,10070,0,0,675,0,0,0,0,0,0,0,0,0,0,1,281,59,,1,295,62,,,683,,72,,732,,72,2,1,,,2,1,,
110764313093221_347357082767275,https://www.facebook.com/jowradio/posts/347357082767275,"جو راديو تنقل لكم على المباشر أمسية مهرجان ديماجاز في حصة واش لارتيست 😍🎤
اسمعونا على :  www.jow.radio",Photo,,,"11/13/2019 10:25:12 AM"," ",9694,9694,0,9863,9863,0,104,59,70,3,3,6312,6230,0,0,81,0,0,0,0,0,0,0,0,0,0,,49,4,,,49,7,,,36,4,23,,43,4,23,2,1,,,2,1,,
110764313093221_347145969455053,https://www.facebook.com/jowradio/posts/347145969455053,"جو الصباح تغطي مهرجان DimaJazz من 12 إلى 16 نوفمبر بقسنطينة 😍🎙
اسمعونا على : www.jow.radio",Photo,,,"11/13/2019 03:22:52 AM"," ",9136,9136,0,9403,9403,0,145,88,93,0,0,5944,5797,0,0,107,0,0,0,0,0,0,0,0,0,0,1,56,,,1,56,,,,59,8,23,,61,8,24,,,,,,,,
110764313093221_347130712789912,https://www.facebook.com/jowradio/posts/347130712789912,"اعطونا النتيجة الصحيحة 🇩🇿🇩🇿🇩🇿",Photo,,,"11/13/2019 02:50:02 AM"," ",21123,21123,0,21884,21884,0,760,628,669,1,1,14370,14114,0,0,515,0,0,0,0,0,0,0,0,0,0,,164,98,,,164,124,,,511,,132,,534,,135,,1,,,,1,,
110764313093221_346831349486515,https://www.facebook.com/jowradio/posts/346831349486515,"ملكة حسناوات العرب 2020 دوكا على جو راديو!
اسمعونا الآن على: www.jow.radio",Photo,,,"11/12/2019 01:51:51 PM"," ",18290,18290,0,18167,18167,0,817,682,797,4,4,11791,11941,0,0,595,0,0,0,0,0,0,0,0,0,0,1,153,43,,1,153,51,,,404,90,247,,460,92,245,2,2,,,2,2,,
110764313093221_345662949603355,https://www.facebook.com/jowradio/posts/345662949603355,"أكتشفوا قصة هذه الشابة ...الحرقة دمرتلها علاقتها 💔
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"11/12/2019 11:00:00 AM"," ",43011,43011,0,45884,45884,0,2325,2079,2692,3,3,29343,28410,0,0,1491,397,407,0,0,14289,15271,0,0,17649,377982,6,374,14,,6,388,18,,731,1637,,,782,1909,,,,3,,,,3,,
110764313093221_346701262832857,https://www.facebook.com/jowradio/posts/346701262832857,"اربحو أطباق مجانية مع QG دالي براهيم 😍🍲، ما عليكم غير :
1ـ دير لايك في صفحة QG Restaurant
2ـ طاڨي 3 صحابك في التعليقات
3ـ پارتاجي هاذا المنشور 

تبع حصة #LDTH اليوم على التسعة باش تعرفو 4 الرابحين تاع اليوم 🤩
اسمعونا على : www.jow.radio",Photo,,,"11/12/2019 09:03:53 AM"," ",23869,23869,0,24257,24257,0,654,513,596,0,0,14610,14598,0,0,438,0,0,0,0,0,0,0,0,0,0,51,176,84,,93,191,147,,,441,8,81,,504,9,83,,,,,,,,
110764313093221_346637512839232,https://www.facebook.com/jowradio/posts/346637512839232,"ملكة حسناوات العرب 2020 رايحة تكون الضيفة تاع #LDTH ليوم على التسعة ! اسمعونا عشية باش تعرفو شكون هي عايد لطيفة 🔥  خليولنا  الأسئلة اللي حابين توجهوهملها في تعليقاتكم ؟

اسمعونا على : www.jow.radio",Photo,,,"11/12/2019 06:54:26 AM"," ",7111,7111,0,7151,7151,0,136,93,108,2,2,4734,4674,0,0,113,0,0,0,0,0,0,0,0,0,0,1,45,1,,1,45,1,,,58,1,40,,66,1,41,2,,,,2,,,
110764313093221_346565086179808,https://www.facebook.com/jowradio/posts/346565086179808,"كل يوم أسمعو جو راديو و كل يوم أربحو مع Jumia Food , التوصيل مجاني  على جميع أطباقكم 😍🍛🍲

اسمعونا على : www.jow.radio",Photo,,,"11/12/2019 04:38:36 AM"," ",9298,9298,0,9342,9342,0,116,70,76,1,1,6021,6054,0,0,89,0,0,0,0,0,0,0,0,0,0,,48,3,,,48,3,,,40,11,21,,44,11,21,1,,,,1,,,
110764313093221_346524836183833,https://www.facebook.com/jowradio/posts/346524836183833,"شكون فيكم يقرى و راهو حاب يخدم في نفس الوقت؟ شاركو تجربتكم معنا بالتعليق على هذا البوست.
.
.
عدد اليوم من جو بوزيتيف سنتحدّث فيه عن :
.
.
✅ فرص العمل بالنسبة للطلبة
✅أهمية إكتساب تجربة مهنية خلال المسار الدراسي
✅كيفية الموافقة بين العمل و الدراسة، للإستفادة مهنياً و ماديًا من التجربة، من دون الإنقاص من فرص التفوق دراسياً.
.
.
موعدنا مع فريق سيلابس، اليوم الثلاثاء على الساعة السادسة مساءاً

اسمعونا على: www.jow.radio 
Sylabs سيلابس",Photo,,,"11/12/2019 03:13:14 AM"," ",6412,6412,0,6525,6525,0,196,134,166,0,0,4366,4487,0,0,166,0,0,0,0,0,0,0,0,0,0,1,58,11,,1,58,14,,,115,4,16,,146,4,16,,,,,,,,
110764313093221_346485326187784,https://www.facebook.com/jowradio/posts/346485326187784,"ليليا بويحياوي  &quot; حمامة &quot; تكشف على الأشياء لي تحبها  ؟",Video,,,"11/12/2019 03:00:01 AM"," ",429951,429951,0,447273,447273,0,55273,53177,75311,125,127,56118,50212,0,0,9854,29037,29119,0,0,203646,212032,0,0,23606,110463,20,3434,375,,26,3621,450,,18594,48429,,,19562,55730,,,51,76,,,51,75,,
110764313093221_346505599519090,https://www.facebook.com/jowradio/posts/346505599519090,"12 نوفمبر  2010 
 ذكرى وفاة العلامة الجزائري المؤرخ والفقيه الشيخ عبدالرحمن الجيلالي رحمه الله",Photo,,,"11/12/2019 02:28:31 AM"," ",15573,15573,0,15499,15499,0,396,190,199,0,0,9652,9687,0,0,296,0,0,0,0,0,0,0,0,0,0,11,222,14,,11,227,16,,,131,,60,,140,,59,,,,,,,,
110764313093221_346478579521792,https://www.facebook.com/jowradio/posts/346478579521792,"من الأفضل حسب رايكم؟",Photo,,,"11/12/2019 01:20:10 AM"," ",8620,8620,0,8721,8721,0,287,238,265,2,2,5713,5890,0,0,230,0,0,0,0,0,0,0,0,0,0,,57,11,,,58,14,,,194,,51,,215,,50,,2,,,,2,,
110764313093221_345647996271517,https://www.facebook.com/jowradio/posts/345647996271517,"شاهدوا قصة شاب تزوج صغير...مرتو دارتلو الخلع😕
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"11/11/2019 12:00:00 PM"," ",32141,32141,0,34042,34042,0,1702,1516,1882,5,5,21330,20411,0,0,1081,269,269,0,0,10308,10739,0,0,16836,361513,5,241,5,,5,246,5,,527,1177,,,527,1355,,,2,3,,,2,3,,
110764313093221_345634619606188,https://www.facebook.com/jowradio/posts/345634619606188,"أسمعوا السر تاع فتاة قاللها القاضي في دار الشرع: شكون تخيري باباك ولا يماك ؟ 💔 واش ديرو نتوما في مكانها ؟
-----------
 عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"11/11/2019 11:00:01 AM"," ",60051,60051,0,64295,64295,0,3477,3150,3881,12,12,37909,36164,0,0,1974,238,240,0,0,21904,22909,0,0,21432,563669,23,548,30,,33,578,33,,651,2757,,,683,3197,,,8,4,,,8,4,,
110764313093221_346068196229497,https://www.facebook.com/jowradio/posts/346068196229497,"مناصر شبيبة القبائل : &quot; ملال كان حاب من ڨايا يلعب باطل &quot; 

اسمعونا على : jow.radio
كل الأحد : 21 سا ـ 23 سا. #BallON",Video,,,"11/11/2019 08:27:28 AM"," ",31671,31671,0,32759,32759,0,3329,3050,4004,4,5,13635,12946,0,0,1273,3726,3967,0,0,11957,13260,0,0,15693,58922,7,303,60,,9,314,86,,1236,2273,,,1247,2755,,,,5,,,,4,,
110764313093221_345551386281178,https://www.facebook.com/jowradio/posts/345551386281178,"نورهان زغيد: &quot;ما نقدرش  نعيش بلا انستغرام&quot; 😰😰
اسمعونا على : www.jow.radio
كل يوم السبت من: 21 سا إلى 23 سا 
#BNATIME",Video,,,"11/11/2019 07:00:00 AM"," ",60511,60511,0,65397,65397,0,4946,4451,5599,7,7,38744,36855,0,0,2819,751,751,0,0,24616,26178,0,0,33447,606506,4,577,46,,4,628,53,,1514,3329,48,,1617,3931,48,,3,4,,,3,4,,
110764313093221_345938466242470,https://www.facebook.com/jowradio/posts/345938466242470,"فوزي موسوني: &quot; غيلاس ملال كان داير ذراع في شبيبة القبائل &quot;

اسمعونا على : www.jow.radio 
كل الأحد : 21 سا ـ 23 سا. #BallON",Video,,,"11/11/2019 05:00:02 AM"," ",58890,58890,0,64293,64293,0,4837,4324,5942,16,18,23942,23020,0,0,1933,3624,3867,0,0,19592,21388,0,0,15864,92479,40,662,67,,42,687,119,,1454,3648,41,,1581,4318,42,,6,12,,,6,11,,
110764313093221_345925249577125,https://www.facebook.com/jowradio/posts/345925249577125,"نور الدين سعدي  : &quot; هاذا هو الفرق في معاملة الرؤساء للمدربين المحليين و الأجانب &quot;

اسمعونا على : jow.radio
كل الأحد : 21 سا ـ 23 سا #BallON",Video,,,"11/11/2019 04:30:01 AM"," ",15076,15076,0,15612,15612,0,623,551,646,3,3,9633,9402,0,0,386,292,294,0,0,4635,5007,0,0,15098,290623,,88,1,,,89,1,,246,343,,,247,399,,,3,,,,3,,,
110764313093221_345603799609270,https://www.facebook.com/jowradio/posts/345603799609270,"شاهدوا قصة مستمع جو اللي زوجولو المرأة تاع حياتو برجل ٱخر ! 
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"11/11/2019 01:00:02 AM"," ",49055,49055,0,52472,52472,0,3187,2892,3905,6,6,31948,30305,0,0,1867,449,456,0,0,17421,18107,0,0,21074,417513,11,488,49,,12,500,58,,876,2437,,,960,2945,,,4,2,,,4,2,,
110764313093221_345592736277043,https://www.facebook.com/jowradio/posts/345592736277043,"أسمعوا وعلاش رفضاتو بنت حومتو كي حب يخطبها 💔
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"11/10/2019 02:30:02 PM"," ",97257,97257,0,102802,102802,0,11516,10812,14958,33,34,53676,49435,0,0,5771,1238,1262,0,0,38454,41622,0,0,39537,614954,24,1337,197,,24,1394,246,,3126,9578,,,3270,11688,,,11,23,,,11,23,,
110764313093221_345516929617957,https://www.facebook.com/jowradio/posts/345516929617957,"هل سمعتم بفريق يفوز بكأس العالم  ثم ينساه  ؟  😅😅 
 صدق أو لا تصدق هذا ما حدث لمنتخب مصر في &quot; كرة السرعة  &quot; 😮",Video,,,"11/10/2019 10:51:25 AM"," ",9113,9113,0,9573,9573,0,481,424,535,1,1,5593,5406,0,0,331,662,671,0,0,3201,3307,0,0,7857,32105,1,69,2,,1,73,2,,230,267,,,236,299,,,1,,,,1,,,
110764313093221_345509332952050,https://www.facebook.com/jowradio/posts/345509332952050,"بيوتيز إيناس: &quot;المولود لي جامي  ننساه&quot;  😥😥
اسمعونا على : www.jow.radio
كل يوم السبت من: 21 سا إلى 23 سا 
#BNATIME",Video,,,"11/10/2019 10:35:47 AM"," ",10482,10482,0,10853,10853,0,649,557,689,2,2,6610,6373,0,0,430,785,797,0,0,3583,3831,0,0,13222,56318,2,113,11,,2,117,12,,222,368,21,,234,431,24,,1,1,,,1,1,,
